DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,MES,ANO,FEX_C,P455,P456,P456S1,P457,P458,P459,P460,P461,P759,P758,P758S1A1,P758S2A1,P758S4A1,P757,P757S2A1,P757S3A1,P464,P465,P466,P467,P468,P469,AREA
7031374,1,1,1,04,2022,764.24743375,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031374,1,2,1,04,2022,764.24743375,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031374,1,3,1,04,2022,764.24743375,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031374,1,4,1,04,2022,764.24743375,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031375,1,1,1,04,2022,1128.9350643,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031375,1,2,1,04,2022,1128.9350643,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031376,1,1,1,04,2022,429.35775598,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031377,1,1,1,04,2022,1172.5705096,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031379,1,1,1,04,2022,1043.396567,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031379,1,2,1,04,2022,1043.396567,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031380,1,1,1,04,2022,293.49979391,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031380,1,2,1,04,2022,293.49979391,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031380,1,3,1,04,2022,293.49979391,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031380,1,4,1,04,2022,293.49979391,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031381,1,1,1,04,2022,999.76112168,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031381,1,2,1,04,2022,999.76112168,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031381,1,3,1,04,2022,999.76112168,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031382,1,1,1,04,2022,1091.4289868,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031382,1,2,1,04,2022,1091.4289868,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031382,1,3,1,04,2022,1091.4289868,2,2,,,,,,,,,,,,,,,,,,5,1,2,05
7031383,1,1,1,04,2022,843.82533984,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031383,1,2,1,04,2022,843.82533984,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031383,1,3,1,04,2022,843.82533984,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031383,1,5,1,04,2022,843.82533984,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031384,1,1,1,04,2022,429.35775598,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031385,1,1,1,04,2022,384.94995577,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031386,1,1,1,04,2022,384.50414946,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031386,1,2,1,04,2022,384.50414946,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031386,1,3,1,04,2022,384.50414946,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031387,1,1,1,04,2022,442.01793668,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031387,1,2,1,04,2022,442.01793668,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031387,1,3,1,04,2022,442.01793668,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031388,1,1,1,04,2022,622.38920708,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031388,1,2,1,04,2022,622.38920708,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031388,1,3,1,04,2022,622.38920708,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031388,1,4,1,04,2022,622.38920708,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031389,1,1,1,04,2022,457.9517462,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031389,1,2,1,04,2022,457.9517462,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031390,1,1,1,04,2022,435.32612394,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031390,1,2,1,04,2022,435.32612394,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031391,1,1,1,04,2022,391.12716581,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031391,1,2,1,04,2022,391.12716581,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031392,1,1,1,04,2022,429.35775598,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031393,1,1,1,04,2022,420.47731593,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031394,1,1,1,04,2022,441.57432836,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031394,1,2,1,04,2022,441.57432836,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031394,1,5,1,04,2022,441.57432836,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031398,1,1,1,04,2022,381.65133865,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031399,1,1,1,04,2022,399.57371835,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031400,1,1,1,04,2022,429.35775598,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031401,1,1,1,04,2022,457.1049812,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031402,1,1,1,04,2022,878.0465782,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031402,1,2,1,04,2022,878.0465782,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031402,1,3,1,04,2022,878.0465782,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031402,1,4,1,04,2022,878.0465782,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031403,1,1,1,04,2022,60.246300586,2,2,,,,,,,,,,,,,,,,,,2,2,2,99
7031403,1,2,1,04,2022,60.246300586,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031403,1,3,1,04,2022,60.246300586,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031404,1,1,1,04,2022,1241.6785994,2,2,,,,,,,,,,,,,,,,,,5,2,3,05
7031404,1,2,1,04,2022,1241.6785994,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031404,1,3,1,04,2022,1241.6785994,2,1,2,1,2,1,3,,19,3,,,,,,,4,4,1,,,2,05
7031404,1,6,1,04,2022,1241.6785994,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031405,1,1,1,04,2022,1229.1405983,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031405,1,2,1,04,2022,1229.1405983,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031405,1,3,1,04,2022,1229.1405983,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031406,1,1,1,04,2022,1189.2817199,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031406,1,2,1,04,2022,1189.2817199,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031409,1,1,1,04,2022,1047.1947534,2,2,,,,,,,,,,,,,,,,,,1,2,3,05
7031409,1,2,1,04,2022,1047.1947534,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031409,1,3,1,04,2022,1047.1947534,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031410,1,1,1,04,2022,1253.0436134,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031410,1,2,1,04,2022,1253.0436134,2,2,,,,,,,,,,,,,,,,,,1,2,3,05
7031410,1,3,1,04,2022,1253.0436134,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031412,1,1,1,04,2022,403.90870598,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031412,1,2,1,04,2022,403.90870598,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031413,1,1,1,04,2022,1001.4334155,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031413,1,2,1,04,2022,1001.4334155,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031413,1,3,1,04,2022,1001.4334155,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031414,1,1,1,04,2022,223.70328331,2,1,2,2,1,1,1,,19,3,,,,,,,4,4,2,,,2,05
7031414,1,2,1,04,2022,223.70328331,2,1,2,2,2,1,3,,12,3,,,,,,,1,5,2,,,2,05
7031415,1,1,1,04,2022,171.34247396,2,2,,,,,,,,,,,,,,,,,,5,1,2,05
7031415,1,2,1,04,2022,171.34247396,2,1,1,2,1,2,,1,5,3,,,,,,,4,1,1,,,2,05
7031415,1,3,1,04,2022,171.34247396,2,2,,,,,,,,,,,,,,,,,,7,1,2,05
7031416,1,1,1,04,2022,390.32523271,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031417,1,1,1,04,2022,447.78093283,2,2,,,,,,,,,,,,,,,,,,3,1,2,05
7031418,1,1,1,04,2022,1001.4334155,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031418,1,2,1,04,2022,1001.4334155,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031418,1,3,1,04,2022,1001.4334155,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031419,1,1,1,04,2022,993.90481626,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031419,1,2,1,04,2022,993.90481626,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031419,1,4,1,04,2022,993.90481626,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031419,1,5,1,04,2022,993.90481626,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031420,1,1,1,04,2022,185.0897496,2,1,2,1,1,1,1,,18,3,,,,,,,6,4,2,,,2,05
7031420,1,2,1,04,2022,185.0897496,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031420,1,3,1,04,2022,185.0897496,2,1,2,3,1,1,2,,5,1,480000,,,,,,4,4,1,,,2,05
7031422,1,1,1,04,2022,1296.9302082,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031422,1,2,1,04,2022,1296.9302082,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031422,1,3,1,04,2022,1296.9302082,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031423,1,1,1,04,2022,447.78093283,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031424,1,1,1,04,2022,158.43322345,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031424,1,2,1,04,2022,158.43322345,2,1,1,1,1,1,1,,12,3,,,,,,,4,4,1,,,2,05
7031424,1,3,1,04,2022,158.43322345,2,1,1,3,1,2,,4,2,1,2000000,,,,,,4,4,1,,,2,05
7031424,1,4,1,04,2022,158.43322345,2,1,1,1,2,2,,1,19,4,,,40000,3,,40000,1,1,1,,,2,05
7031425,1,1,1,04,2022,409.55034266,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031425,1,2,1,04,2022,409.55034266,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031426,1,1,1,04,2022,192.45988989,2,1,2,3,1,2,,4,15,1,1000000,,,,,,4,4,1,,,2,05
7031426,1,2,1,04,2022,192.45988989,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031427,1,1,1,04,2022,1331.3686864,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031429,1,1,1,04,2022,216.18012889,2,1,2,1,1,1,1,,5,3,,,,,,,4,4,2,,,2,05
7031431,1,1,1,04,2022,236.04098863,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031431,1,2,1,04,2022,236.04098863,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031433,1,1,1,04,2022,206.20716554,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031433,1,2,1,04,2022,206.20716554,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031435,1,1,1,04,2022,85.789671139,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031435,1,2,1,04,2022,85.789671139,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031435,1,3,1,04,2022,85.789671139,2,2,,,,,,,,,,,,,,,,,,7,2,2,99
7031436,1,1,1,04,2022,55.194094315,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031436,1,2,1,04,2022,55.194094315,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031437,1,1,1,04,2022,48.839450303,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031437,1,2,1,04,2022,48.839450303,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031437,1,3,1,04,2022,48.839450303,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031437,1,4,1,04,2022,48.839450303,2,2,,,,,,,,,,,,,,,,,,8,2,2,99
7031438,1,1,1,04,2022,65.825332361,2,2,,,,,,,,,,,,,,,,,,1,2,2,99
7031438,1,2,1,04,2022,65.825332361,2,2,,,,,,,,,,,,,,,,,,5,2,2,99
7031439,1,1,1,04,2022,75.780238751,2,2,,,,,,,,,,,,,,,,,,1,2,2,99
7031439,1,2,1,04,2022,75.780238751,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031440,1,1,1,04,2022,84.271027981,2,2,,,,,,,,,,,,,,,,,,5,2,2,99
7031440,1,2,1,04,2022,84.271027981,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031440,1,3,1,04,2022,84.271027981,2,2,,,,,,,,,,,,,,,,,,5,2,2,99
7031440,1,4,1,04,2022,84.271027981,2,2,,,,,,,,,,,,,,,,,,7,2,2,99
7031441,1,1,1,04,2022,500.91738198,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031442,1,1,1,04,2022,365.77274745,2,2,,,,,,,,,,,,,,,,,,6,2,3,05
7031442,1,2,1,04,2022,365.77274745,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031442,1,3,1,04,2022,365.77274745,2,2,,,,,,,,,,,,,,,,,,5,2,3,05
7031442,1,4,1,04,2022,365.77274745,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031444,1,1,1,04,2022,540.111065,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031444,1,2,1,04,2022,540.111065,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031444,1,3,1,04,2022,540.111065,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031446,1,1,1,04,2022,435.94855357,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031446,1,2,1,04,2022,435.94855357,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031446,1,3,1,04,2022,435.94855357,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031446,1,4,1,04,2022,435.94855357,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031449,1,1,1,04,2022,352.42036802,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031449,1,2,1,04,2022,352.42036802,2,2,,,,,,,,,,,,,,,,,,2,1,2,05
7031449,1,3,1,04,2022,352.42036802,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031449,1,4,1,04,2022,352.42036802,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031451,1,1,1,04,2022,87.501994449,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031452,1,1,1,04,2022,102.09042363,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031453,1,1,1,04,2022,383.78448277,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031454,1,1,1,04,2022,60.149777192,2,2,,,,,,,,,,,,,,,,,,6,1,2,99
7031454,1,2,1,04,2022,60.149777192,2,2,,,,,,,,,,,,,,,,,,6,1,2,99
7031454,1,3,1,04,2022,60.149777192,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031454,1,4,1,04,2022,60.149777192,2,2,,,,,,,,,,,,,,,,,,5,2,2,99
7031454,1,5,1,04,2022,60.149777192,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031455,1,1,1,04,2022,348.26089915,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031455,1,2,1,04,2022,348.26089915,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031456,1,1,1,04,2022,309.71109396,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031456,1,2,1,04,2022,309.71109396,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031457,1,1,1,04,2022,351.29270944,2,2,,,,,,,,,,,,,,,,,,5,2,3,05
7031458,1,1,1,04,2022,392.50685738,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031459,1,1,1,04,2022,417.3245768,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031459,1,2,1,04,2022,417.3245768,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031460,1,1,1,04,2022,320.01313566,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031460,1,2,1,04,2022,320.01313566,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031461,1,1,1,04,2022,433.37260331,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031461,1,2,1,04,2022,433.37260331,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031461,1,3,1,04,2022,433.37260331,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031463,1,1,1,04,2022,354.32853759,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031463,1,2,1,04,2022,354.32853759,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031464,1,1,1,04,2022,365.68398496,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031465,1,1,1,04,2022,554.69679624,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031465,1,2,1,04,2022,554.69679624,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031465,1,3,1,04,2022,554.69679624,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031467,1,1,1,04,2022,222.31576294,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031467,1,2,1,04,2022,222.31576294,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031468,1,1,1,04,2022,359.61634652,2,2,,,,,,,,,,,,,,,,,,8,2,2,05
7031469,1,1,1,04,2022,464.5071653,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031469,1,2,1,04,2022,464.5071653,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031469,1,3,1,04,2022,464.5071653,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031469,1,4,1,04,2022,464.5071653,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031470,1,1,1,04,2022,491.73073689,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031470,1,2,1,04,2022,491.73073689,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031470,1,3,1,04,2022,491.73073689,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031471,1,1,1,04,2022,367.47032043,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031471,1,2,1,04,2022,367.47032043,2,2,,,,,,,,,,,,,,,,,,5,1,2,05
7031471,1,3,1,04,2022,367.47032043,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031471,2,1,1,04,2022,367.47032043,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031472,1,1,1,04,2022,392.50685738,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031474,1,1,1,04,2022,332.05041688,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031474,1,2,1,04,2022,332.05041688,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031476,1,1,1,04,2022,210.43638625,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031476,1,2,1,04,2022,210.43638625,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031476,1,3,1,04,2022,210.43638625,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031477,1,1,1,04,2022,318.95876693,1,,,3,2,2,,2,1,2,,100000,,2,98,,4,,,,,2,05
7031477,1,2,1,04,2022,318.95876693,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031480,1,1,1,04,2022,283.7290976,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031480,1,2,1,04,2022,283.7290976,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031480,1,5,1,04,2022,283.7290976,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031480,1,6,1,04,2022,283.7290976,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031480,2,1,1,04,2022,283.7290976,2,2,,,,,,,,,,,,,,,,,,2,2,2,05
7031481,1,1,1,04,2022,399.40520443,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031481,1,2,1,04,2022,399.40520443,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031482,1,1,1,04,2022,220.27075673,1,,,1,1,2,,4,19,3,,,,,,,1,,,,,2,05
7031482,1,2,1,04,2022,220.27075673,2,2,,,,,,,,,,,,,,,,,,7,1,2,05
7031482,1,3,1,04,2022,220.27075673,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031482,1,4,1,04,2022,220.27075673,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031482,1,5,1,04,2022,220.27075673,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031483,1,1,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031483,1,2,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031483,1,3,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031483,1,4,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031483,1,5,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031483,1,6,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031483,1,7,1,04,2022,185.51417944,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031484,1,1,1,04,2022,224.74764783,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031484,1,2,1,04,2022,224.74764783,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031484,1,3,1,04,2022,224.74764783,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031484,1,4,1,04,2022,224.74764783,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031485,1,1,1,04,2022,236.38505635,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031485,1,2,1,04,2022,236.38505635,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031485,1,3,1,04,2022,236.38505635,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031486,1,1,1,04,2022,233.95016127,2,2,,,,,,,,,,,,,,,,,,3,1,2,05
7031486,1,2,1,04,2022,233.95016127,1,,,4,1,2,,1,14,1,9000000,,,,,,2,,,,,2,05
7031487,1,1,1,04,2022,199.19358398,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031487,1,2,1,04,2022,199.19358398,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031487,1,3,1,04,2022,199.19358398,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031487,1,4,1,04,2022,199.19358398,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031488,1,1,1,04,2022,336.38185275,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031489,1,1,1,04,2022,198.24476562,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031489,1,2,1,04,2022,198.24476562,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031489,1,3,1,04,2022,198.24476562,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031489,1,5,1,04,2022,198.24476562,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031490,1,1,1,04,2022,241.22592255,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031490,1,2,1,04,2022,241.22592255,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031490,1,3,1,04,2022,241.22592255,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031490,1,4,1,04,2022,241.22592255,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031491,1,1,1,04,2022,291.89202892,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031491,1,2,1,04,2022,291.89202892,2,2,,,,,,,,,,,,,,,,,,2,1,2,05
7031491,1,3,1,04,2022,291.89202892,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031492,1,1,1,04,2022,561.90054143,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031493,1,1,1,04,2022,348.26089915,2,2,,,,,,,,,,,,,,,,,,1,2,2,05
7031493,1,2,1,04,2022,348.26089915,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031494,1,1,1,04,2022,383.78448277,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031496,1,1,1,04,2022,336.38185275,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031497,1,1,1,04,2022,449.52043315,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031498,1,1,1,04,2022,572.43968275,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
7031498,1,2,1,04,2022,572.43968275,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031499,1,1,1,04,2022,392.50685738,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031500,1,1,1,04,2022,405.8393984,2,2,,,,,,,,,,,,,,,,,,5,1,2,05
7031500,1,2,1,04,2022,405.8393984,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031501,1,1,1,04,2022,536.13578623,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031501,1,2,1,04,2022,536.13578623,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031502,1,1,1,04,2022,263.19902164,2,1,2,1,1,1,1,,15,3,,,,,,,4,4,1,,,2,05
7031502,1,2,1,04,2022,263.19902164,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031502,1,3,1,04,2022,263.19902164,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031502,1,4,1,04,2022,263.19902164,2,2,,,,,,,,,,,,,,,,,,3,2,2,05
7031502,1,5,1,04,2022,263.19902164,2,1,1,2,1,1,3,,19,3,,,,,,,6,4,2,,,2,05
7031502,1,6,1,04,2022,263.19902164,2,1,1,2,1,1,1,,18,3,,,,,,,1,1,1,,,2,05
7031502,1,7,1,04,2022,263.19902164,2,1,2,1,1,1,2,,11,3,,,,,,,1,5,1,,,2,05
7031502,1,8,1,04,2022,263.19902164,2,2,,,,,,,,,,,,,,,,,,5,2,2,05
7031502,1,9,1,04,2022,263.19902164,1,,,3,2,2,,4,5,3,,,,,,,6,,,,,2,05
7031502,1,10,1,04,2022,263.19902164,2,1,2,2,1,2,,1,14,3,,,,,,,1,1,1,,,2,05
7031503,1,1,1,04,2022,52.850735472,2,2,,,,,,,,,,,,,,,,,,1,2,2,99
7031503,1,2,1,04,2022,52.850735472,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031503,1,3,1,04,2022,52.850735472,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7031503,1,4,1,04,2022,52.850735472,2,2,,,,,,,,,,,,,,,,,,6,1,2,99
7031504,1,1,1,04,2022,75.780238751,2,2,,,,,,,,,,,,,,,,,,5,2,2,99
7031504,1,2,1,04,2022,75.780238751,2,2,,,,,,,,,,,,,,,,,,6,2,2,99
7031505,1,1,1,04,2022,457.9517462,2,2,,,,,,,,,,,,,,,,,,5,1,2,05
7031505,1,2,1,04,2022,457.9517462,2,2,,,,,,,,,,,,,,,,,,3,1,2,05
7031507,1,1,1,04,2022,312.74732108,2,2,,,,,,,,,,,,,,,,,,2,1,2,05
7031507,1,2,1,04,2022,312.74732108,2,2,,,,,,,,,,,,,,,,,,7,2,2,05
7031509,1,1,1,04,2022,369.36762031,2,2,,,,,,,,,,,,,,,,,,6,2,2,05
